0	0	0	0
0.1	0	0	-1.0413e-08
0.2	0	0	-8.9831e-08
0.3	0	0	-3.37792e-07
0.4	0	0	-8.82284e-07
0.5	0	0	-1.87829e-06
0.6	0	0	-3.50745e-06
0.7	0	0	-5.96213e-06
0.8	0	0	-9.43432e-06
0.9	0	0	-1.41176e-05
1	0	0	-2.02212e-05
1.1	0	0	-2.79662e-05
1.2	0	0	-3.75727e-05
1.3	0	0	-4.92488e-05
1.4	0	0	-6.31973e-05
1.5	0	0	-7.96161e-05
1.6	0	0	-9.86883e-05
1.7	0	0	-0.000120572
1.8	0	0	-0.000145408
1.9	0	0	-0.000173334
2	0	0	-0.000204483
2.1	0	0	-0.000238974
2.2	0	0	-0.000276899
2.3	0	0	-0.000318333
2.4	0	0	-0.000363332
2.5	0	0	-0.00041192
2.6	0	0	-0.000464081
2.7	0	0	-0.000519767
2.8	0	0	-0.000578913
2.9	0	0	-0.000641442
3	0	0	-0.000707253
3.1	0	0	-0.000776221
3.2	0	0	-0.000848199
3.3	0	0	-0.000923024
3.4	0	0	-0.0010005
3.5	0	0	-0.00108038
3.6	0	0	-0.0011624
3.7	0	0	-0.00124624
3.8	0	0	-0.00133159
3.9	0	0	-0.00141812
4	0	0	-0.00150546
4.1	0	0	-0.00159322
4.2	0	0	-0.00168104
4.3	0	0	-0.00176849
4.4	0	0	-0.00185513
4.5	0	0	-0.0019405
4.6	0	0	-0.0020241
4.7	0	0	-0.00210543
4.8	0	0	-0.00218399
4.9	0	0	-0.00225924
5	0	0	-0.00233066
5.1	0	0	-0.00239773
5.2	0	0	-0.00245991
5.3	0	0	-0.00251665
5.4	0	0	-0.00256741
5.5	0	0	-0.00261161
5.6	0	0	-0.0026487
5.7	0	0	-0.00267813
5.8	0	0	-0.00269933
5.9	0	0	-0.00271177
6	0	0	-0.00271494
6.1	0	0	-0.00270835
6.2	0	0	-0.00269149
6.3	0	0	-0.00266388
6.4	0	0	-0.00262505
6.5	0	0	-0.00257454
6.6	0	0	-0.00251194
6.7	0	0	-0.0024368
6.8	0	0	-0.00234877
6.9	0	0	-0.00224751
7	0	0	-0.00213272
7.1	0	0	-0.00200413
7.2	0	0	-0.0018615
7.3	0	0	-0.00170461
7.4	0	0	-0.0015333
7.5	0	0	-0.00134742
7.6	0	0	-0.00114686
7.7	0	0	-0.000931553
7.8	0	0	-0.000701508
7.9	0	0	-0.000456772
8	0	0	-0.000197437
8.1	0	0	7.63602e-05
8.2	0	0	0.000364431
8.3	0	0	0.000666541
8.4	0	0	0.000982424
8.5	0	0	0.00131177
8.6	0	0	0.00165422
8.7	0	0	0.00200933
8.8	0	0	0.00237663
8.9	0	0	0.00275558
9	0	0	0.00314559
9.1	0	0	0.00354602
9.2	0	0	0.00395619
9.3	0	0	0.00437536
9.4	0	0	0.00480278
9.5	0	0	0.00523764
9.6	0	0	0.00567907
9.7	0	0	0.00612615
9.8	0	0	0.00657792
9.9	0	0	0.00703337
10	0	0	0.00749145
10.1	0	0	0.00795105
10.2	0	0	0.00841107
10.3	0	0	0.00887036
10.4	0	0	0.00932775
10.5	0	0	0.00978203
10.6	0	0	0.010232
10.7	0	0	0.0106763
10.8	0	0	0.0111136
10.9	0	0	0.0115428
11	0	0	0.0119624
11.1	0	0	0.012371
11.2	0	0	0.0127674
11.3	0	0	0.0131501
11.4	0	0	0.0135178
11.5	0	0	0.0138693
11.6	0	0	0.014203
11.7	0	0	0.0145177
11.8	0	0	0.014812
11.9	0	0	0.0150845
12	0	0	0.015334
12.1	0	0	0.0155591
12.2	0	0	0.0157586
12.3	0	0	0.0159312
12.4	0	0	0.0160758
12.5	0	0	0.0161912
12.6	0	0	0.0162762
12.7	0	0	0.0163297
12.8	0	0	0.0163508
12.9	0	0	0.0163383
13	0	0	0.0162914
13.1	0	0	0.0162091
13.2	0	0	0.0160906
13.3	0	0	0.0159351
13.4	0	0	0.0157421
13.5	0	0	0.0155108
13.6	0	0	0.0152406
13.7	0	0	0.0149311
13.8	0	0	0.0145818
13.9	0	0	0.0141924
14	0	0	0.0137627
14.1	0	0	0.0132923
14.2	0	0	0.0127813
14.3	0	0	0.0122297
14.4	0	0	0.0116375
14.5	0	0	0.0110049
14.6	0	0	0.0103322
14.7	0	0	0.00961965
14.8	0	0	0.00886773
14.9	0	0	0.00807695
15	0	0	0.00724793
15.1	0	0	0.0063814
15.2	0	0	0.00547818
15.3	0	0	0.00453921
15.4	0	0	0.00356548
15.5	0	0	0.00255809
15.6	0	0	0.00151822
15.7	0	0	0.000447145
15.8	0	0	-0.000653756
15.9	0	0	-0.00178303
16	0	0	-0.00293912
16.1	0	0	-0.00412035
16.2	0	0	-0.00532497
16.3	0	0	-0.00655115
16.4	0	0	-0.00779697
16.5	0	0	-0.00906046
16.6	0	0	-0.0103395
16.7	0	0	-0.0116321
16.8	0	0	-0.0129358
16.9	0	0	-0.0142486
17	0	0	-0.0155679
17.1	0	0	-0.0168913
17.2	0	0	-0.0182164
17.3	0	0	-0.0195406
17.4	0	0	-0.0208613
17.5	0	0	-0.0221758
17.6	0	0	-0.0234816
17.7	0	0	-0.0247758
17.8	0	0	-0.0260557
17.9	0	0	-0.0273186
18	0	0	-0.0285617
18.1	0	0	-0.029782
18.2	0	0	-0.0309769
18.3	0	0	-0.0321435
18.4	0	0	-0.0332789
18.5	0	0	-0.0343804
18.6	0	0	-0.0354452
18.7	0	0	-0.0364705
18.8	0	0	-0.0374537
18.9	0	0	-0.038392
19	0	0	-0.0392829
19.1	0	0	-0.0401237
19.2	0	0	-0.0409118
19.3	0	0	-0.0416449
19.4	0	0	-0.0423206
19.5	0	0	-0.0429366
19.6	0	0	-0.0434906
19.7	0	0	-0.0439807
19.8	0	0	-0.0444047
19.9	0	0	-0.0447608
20	0	0	-0.0450471
