(1,-6.53467e-18)
(1,7.89335e-18)
(1,7.84377e-18)
(1,-1.91952e-17)
(1,6.78936e-18)
(1,-8.44754e-18)
(1,2.61155e-17)
(1,-4.70167e-17)
(1,1.98436e-22)
(1,1.52972e-17)
(1,4.10128e-17)
(1,4.10217e-17)
(1,-6.42787e-17)
(1,-4.27538e-17)
(1,-4.123e-17)
(1,8.16083e-18)
(1,8.0767e-17)
(1,-2.66917e-17)
(1,-2.36574e-17)
(1,3.19659e-17)
(1,4.20635e-17)
(1,-1.84469e-17)
(1,4.32885e-18)
(1,-2.70726e-17)
(1,-1.94058e-17)
(1,-8.66244e-18)
(1,5.65032e-17)
(1,-8.79105e-18)
(1,-1.50484e-17)
(1,-8.68242e-18)
(1,1.76642e-18)
(1,2.58478e-18)
(1,4.90083e-18)
(1,-1.41016e-17)
(1,1.63616e-17)
(1,-3.83715e-18)
(1,-1.53781e-17)
(1,-6.32289e-17)
(1,-8.04577e-19)
(1,3.15093e-17)
(1,-3.35565e-17)
(1,3.11017e-17)
(1,-2.02032e-17)
(1,8.8038e-17)
(1,-6.95262e-17)
(1,-1.02813e-17)
(1,2.4122e-17)
(1,-2.25337e-17)
(1,4.53145e-17)
(1,7.75754e-17)
(1,-3.91497e-18)
(1,-3.5092e-17)
(1,-2.08912e-17)
(1,-2.91397e-17)
(1,3.21496e-19)
(1,-2.23931e-17)
(1,3.87654e-18)
(1,5.68991e-18)
(1,2.54611e-17)
(1,1.15633e-17)
(1,-1.1801e-17)
(1,-4.53501e-18)
(1,-2.07205e-19)
(1,2.30052e-18)
(1,1.56531e-17)
(1,1.85549e-18)
(1,1.45546e-17)
(1,-2.36825e-17)
(1,2.27554e-17)
(1,-7.15086e-18)
(1,-2.06555e-17)
(1,2.49815e-17)
(1,1.32488e-17)
(1,-1.48135e-17)
(1,-3.66951e-17)
(1,-2.13338e-17)
(1,2.6749e-17)
(1,-4.87599e-17)
(1,-1.92704e-17)
(1,1.65435e-17)
(1,3.30547e-17)
(1,4.35924e-17)
(1,-3.23127e-19)
(1,4.68853e-17)
(1,2.51252e-17)
(1,6.7138e-18)
(1,1.30611e-17)
(1,-2.26375e-17)
(1,-1.8455e-17)
(1,-3.6831e-18)
(1,3.65757e-18)
(1,1.24297e-17)
(1,-2.82407e-18)
(1,7.59846e-19)
(1,-2.03515e-18)
(1,-4.69111e-18)
(1,-5.82225e-18)
(1,-1.75565e-17)
(1,3.08221e-17)
(1,-8.78038e-18)
(1,-4.22434e-17)
(1,1.24131e-17)
(1,1.51791e-17)
(1,-1.71909e-17)
(1,-1.82657e-17)
(1,-9.13614e-17)
(1,-3.09792e-18)
(1,1.8014e-17)
(1,4.00864e-17)
(1,-3.01892e-17)
(1,3.46551e-17)
(1,-5.58082e-17)
(1,-3.63841e-17)
(1,-6.30494e-17)
(1,5.62495e-17)
(1,-5.0217e-18)
(1,2.53977e-17)
(1,-9.89001e-18)
(1,-2.61353e-18)
(1,1.53719e-17)
(1,2.63537e-17)
(1,3.9623e-18)
(1,-1.5842e-18)
(1,-2.93788e-18)
(1,3.84075e-18)
(1,2.95291e-19)
(1,2.69427e-18)
(1,1.07538e-17)
(1,2.51405e-17)
(1,4.64536e-17)
(1,1.94542e-17)
(1,-2.4768e-17)
(1,-2.73282e-17)
(1,-2.71042e-17)
(1,1.43018e-17)
(1,3.88805e-17)
(1,-2.60728e-17)
(1,-4.5028e-17)
(1,-1.21556e-17)
(1,-1.49907e-16)
(1,7.16543e-17)
(1,2.31117e-17)
(1,-1.50146e-17)
(1,6.11114e-17)
(1,-9.05541e-18)
(1,1.46536e-18)
(1,-4.32328e-17)
(1,4.40243e-18)
(1,7.27629e-17)
(1,2.61371e-17)
(1,-5.59062e-17)
(1,3.12808e-19)
(1,-7.94456e-18)
(1,-5.46287e-18)
(1,6.96842e-18)
(1,-6.07216e-18)
(1,-2.00035e-19)
(1,4.68735e-18)
(1,-6.79284e-18)
(1,-2.25083e-17)
(1,-3.4147e-17)
(1,1.70012e-17)
(1,-1.39e-17)
(1,5.14202e-18)
(1,-1.78984e-17)
(1,-4.58123e-17)
(1,-3.26474e-18)
(1,2.18325e-17)
(1,-5.87099e-17)
(1,4.91559e-17)
(1,-5.30297e-17)
(1,2.02671e-17)
(1,-4.07127e-17)
(1,-2.4215e-17)
(1,-9.13583e-18)
(1,-3.9964e-17)
(1,-9.41457e-17)
(1,-2.34317e-18)
(1,-3.89692e-17)
(1,-1.72024e-17)
(1,4.29597e-17)
(1,-1.37661e-17)
(1,2.19795e-17)
(1,1.8554e-18)
(1,8.04125e-20)
(1,-9.95708e-18)
(1,-5.52043e-18)
(1,1.00195e-18)
(1,5.17156e-18)
(1,-2.15886e-18)
(1,-1.84329e-17)
(1,-2.03748e-18)
(1,-2.04915e-17)
(1,2.04349e-17)
(1,1.10535e-17)
(1,-1.23814e-17)
(1,7.43125e-18)
(1,-8.67795e-17)
(1,-2.69993e-18)
(1,7.73178e-18)
(1,2.46391e-17)
(1,6.28047e-17)
(1,6.16671e-17)
(1,1.79567e-17)
(1,9.62138e-19)
(1,2.5566e-17)
(1,-4.35383e-18)
(1,1.33134e-17)
(1,-6.59962e-17)
(1,-1.76588e-17)
(1,5.05765e-18)
(1,1.10893e-17)
(1,1.40902e-17)
(1,5.04514e-18)
(1,1.2879e-17)
(1,-2.923e-18)
(1,4.26774e-18)
(1,-7.8492e-19)
(1,-3.09905e-19)
(1,-4.54941e-18)
(1,4.7609e-18)
(1,-2.64486e-17)
(1,-3.07917e-18)
(1,1.153e-17)
(1,5.02187e-18)
(1,2.15226e-17)
(1,-5.1243e-17)
(1,1.90955e-17)
(1,-2.43969e-17)
(1,4.88358e-18)
(1,-5.24361e-17)
(1,-4.76161e-17)
(1,-3.31199e-17)
(1,-1.7454e-17)
(1,-1.52604e-17)
(1,5.07889e-17)
(1,-5.47404e-17)
(1,-1.28768e-17)
(1,-4.40983e-18)
(1,-3.09743e-17)
(1,2.38754e-17)
(1,-1.55233e-17)
(1,2.46832e-17)
(1,3.01946e-18)
(1,-2.91115e-18)
(1,-1.34021e-17)
(1,-8.05996e-18)
(1,-8.66373e-19)
(1,1.30237e-18)
(1,8.02896e-19)
